Symbol,NAME,PERCENT,Cumulative,Perpetual,Convertible,Redeemable,Other,Original Call Date,Actual Date Called
ARE-C*,"Alexandria Real Estate Equities,",8.375%,Yes,No,No,Yes,Series C Cumul Redeem Preferred Stock,6/29/09,4/13/12
WB-B*,"Wachovia Capital Trust IV,",6.375%,No,No,No,No,Trust Preferred Securities,3/15/12,4/13/12
PSA-M*,"Public Storage Inc.,",6.625%,Yes,No,No,No,Dep Shares Cumul Preferred Stock Series M,1/09/12,4/11/12
SEFL*,N/A,N/A,No,No,No,No,N/A,N/A,4/03/12
NLYBP*,"Annaly Capital Management,",6.00%,Yes,No,Yes,No,Series B Cumulative Convertible Preferred Stock,4/05/11,4/02/12
ALM*,"Alabama Power Co.,",5.875%,No,No,No,No,Series 2007B Senior Notes due 4/1/2047,4/01/12,4/02/12
HCN-D*,"Health Care REIT,",7 7/8%,Yes,No,No,Yes,Series D Cumulative Redeemable Preferred Stock,7/09/08,4/02/12
HCN-F*,"Health Care REIT,",7 5/8%,Yes,No,No,Yes,Series F Cumulative Redeemable Preferred Stock,9/14/09,4/02/12
REG-C*,"Regency Centers Corp.,",7.45%,Yes,No,No,Yes,Dep Shares Series 3 Cumul Redeem Preferred Stock,4/03/08,3/31/12
REG-D*,"Regency Centers Corp.,",7.25%,Yes,No,No,Yes,Dep Shares Series 4 Cumul Redeem Preferred Stock,8/31/09,3/31/12
DKQ*,"MS Structured Asset SATURNS 2003-07,",6.25%,No,No,No,No,May Dept Stores,5/07/08,3/29/12
CPV*,"CBS Corp.,",6.75%,No,No,No,No,Senior Notes due 3/27/2056,3/27/12,3/28/12
OTP*,N/A,N/A,No,No,No,No,N/A,N/A,3/26/12
NNN-C*,"National Retail Properties,",7.375%,No,No,No,Yes,Dep Shares Series C Cum Red Preferred Stock,10/12/11,3/15/12
HYM*,"Structured Products CorTS, Boeing Company Notes,",6.125%,No,No,No,No,Certificates,4/23/09,3/12/12
MSS*,Merrill Lynch Strategic Return Notes Select,10,No,No,No,No,Index due 3/8/2012,N/A,3/08/12
DRE-M*,"Duke Realty Corp.,",6.95%,Yes,No,No,Yes,Dep Shares Series M Cumul Redeem Preferred Shares,1/31/11,3/05/12
O-D*,"Realty Income Corp.,",7 3/8%,Yes,No,No,Yes,Class D Cumulative Redeemable Preferred Stock,5/27/09,3/01/12
USB-G*,"USB Capital VIII,",6.35%,No,No,No,No,Trust Preferred Securities,12/29/10,2/22/12
USB-I*,"USB Capital X,",6.50%,No,No,No,No,Trust Preferred Securities,4/12/11,2/22/12
PSA-E*,"Public Storage Inc.,",6.75%,Yes,No,No,No,Dep Shares Cumul Preferred Stock Series E,4/27/10,2/20/12
PSB-M*,"PS Business Parks,",7.20%,Yes,No,No,No,"Dep Shares Cumulative Preferred Stock, Series M",5/02/10,2/17/12
XKK*,"Lehman ABS Corp Bkd Trust Certs 2001-34,",8.00%,No,No,No,No,Goodyear,9/06/06,2/15/12
ATT*,"AT&amp;T Inc.,", 6.375%,No,No,No,No,Senior Notes due 2/15/2056,2/15/12,2/15/12
HPT-B*,"Hospitality Properties Trust,",8.875%,Yes,No,No,Yes,Series B Cumul Redeem Preferred Shares,12/10/07,2/13/12
PSB-O*,"PS Business Parks,",7.375%,Yes,No,No,No,"Dep Shares Cumulative Preferred Stock, Series O",6/16/11,2/13/12
PSA-L*,"Public Storage Inc.,",6.75%,Yes,No,No,No,Dep Shares Cumul Preferred Stock Series L,10/20/11,2/09/12
MRT-A*,N/A,N/A,No,No,No,No,N/A,2/26/12,1/23/12
VNV*,"Viacom Inc.,",6.85%,No,No,No,No,Senior Notes due 12/15/2055,12/15/11,1/09/12
DNEAP*,"Dune Energy Inc.,",10%,No,No,Yes,Yes,Senior Redeemable Convertible Preferred Stock,12/01/12,12/29/11
DTE-A*,"DTE Energy Trust I,",7.80%,No,No,No,No,Trust Preferred Securities,2/01/07,12/29/11
DTE-C*,"DTE Energy Trust II,",7.50%,No,No,No,No,TOPrS Trust Orig Preferred Securities,6/01/09,12/29/11
EKH*,Merrill Lynch Europe,2001,No,No,No,No,HOLDRS Trust Depositary Receipts,N/A,12/23/11
BDH*,N/A,N/A,No,No,No,No,N/A,N/A,12/23/11
BHH*,N/A,N/A,No,No,No,No,N/A,N/A,12/23/11
IAH*,N/A,N/A,No,No,No,No,N/A,N/A,12/23/11
IIH*,N/A,N/A,No,No,No,No,N/A,N/A,12/23/11
HHH*,N/A,N/A,No,No,No,No,N/A,N/A,12/23/11
UTH*,N/A,N/A,No,No,No,No,N/A,N/A,12/23/11
WMH*,N/A,N/A,No,No,No,No,N/A,N/A,12/23/11
TTH*,N/A,N/A,No,No,No,No,N/A,N/A,12/23/11
SWH*,N/A,N/A,No,No,No,No,N/A,N/A,12/23/11
MKH*,N/A,N/A,No,No,No,No,N/A,N/A,12/23/11
WBSTP*,"Webster Preferred Capital Corp.,",8.625%,Yes,No,No,Yes,Cumul Redeem Preferred Stock,1/15/03,12/15/11
KEY-E*,"KeyCorp Capital IX,",6.75%,No,No,No,No,Enhanced Trust Preferred Securities,12/15/11,12/15/11
SWSEO*,"Southwestern Electric Power Co.,",5.00%,Yes,No,No,No,Cumul Preferred Stock,N/A,12/01/11
SWSEP*,"Southwestern Electric Power Co.,",4.28%,Yes,No,No,No,Cumul Preferred Stock,N/A,12/01/11
OHIPM*,"Ohio Power Co.,",4 1/2%,Yes,No,No,No,Series Cumulative Preferred Stock,N/A,12/01/11
OHIPN*,"Ohio Power Co.,",4.40%,Yes,No,No,No,Series Cumulative Preferred Stock,N/A,12/01/11
OHIPO*,"Ohio Power Co.,",4.20%,Yes,No,No,No,Series Cumulative Preferred Stock,N/A,12/01/11
OHIPP*,"Ohio Power Co.,",4.08%,Yes,No,No,No,Series Cumulative Preferred Stock,N/A,12/01/11
PSA-H*,"Public Storage Inc.,",6.95%,Yes,No,No,No,Dep Shares Cumul Preferred Stock Series H,1/19/11,11/28/11
PSOKM*,"Public Service Co. of Oklahoma,",4.00%,Yes,No,No,No,Cumul Preferred Stock,N/A,11/28/11
PSOKN*,"Public Service Co. of Oklahoma,",4.24%,Yes,No,No,No,Cumul Preferred Stock,N/A,11/28/11
IMIGN*,"Indiana Michigan Power Co.,",4.56%,Yes,No,No,No,Series Cumul Preferred Stock,N/A,11/28/11
IMIGO*,"Indiana Michigan Power Co.,",4 1/8%,Yes,No,No,No,Series Cumul Preferred Stock,N/A,11/28/11
IMIGP*,"Indiana Michigan Power Co.,",4.12%,Yes,No,No,No,Series Cumul Preferred Stock,N/A,11/28/11
ATXAN*,"AEP Texas North Co.,",4.40%,No,No,No,No,Series Preferred Stock,N/A,11/28/11
ATXCH*,"AEP Texas Central Co.,",4.00%,Yes,No,No,No,Series Cumul Preferred Stock,N/A,11/28/11
ATXCO*,"AEP Texas Central Co.,",4.20%,Yes,No,No,No,Series Cumul Preferred Stock,N/A,11/28/11
APPWM*,"Appalachian Power Co.,",4 1/2%,Yes,No,No,No,Cumul Preferred Stock,N/A,11/28/11
CCT*,"Comcast Corp.,",7.00%,No,No,No,No,Notes due 5/15/2055,5/15/11,11/25/11
LVSXP*,"Las Vegas Sands Corp.,",10%,Yes,Yes,No,No,"Cumulative Perpetual Preferred Stock, Series A",11/15/11,11/15/11
NCC-A*,"National City Capital Trust II,",6.625%,No,No,No,No,Trust Preferred Securities,11/15/11,11/15/11
XEL-A*,"Xcel Energy Inc.,",$3.60,Yes,No,No,No,Series Cumulative Preferred Stock,N/A,10/31/11
XEL-B*,"Xcel Energy Inc.,",$4.08,Yes,No,No,No,Series Cumulative Preferred Stock,N/A,10/31/11
XEL-C*,"Xcel Energy Inc.,",$4.10,Yes,No,No,No,Series Cumulative Preferred Stock,N/A,10/31/11
XEL-D*,"Xcel Energy Inc.,",$4.11,Yes,No,No,No,Series Cumulative Preferred Stock,N/A,10/31/11
XEL-E*,"Xcel Energy Inc.,",$4.16,Yes,No,No,No,Series Cumulative Preferred Stock,N/A,10/31/11
XEL-G*,"Xcel Energy Inc.,",$4.56,Yes,No,No,No,Series Cumulative Preferred Stock,N/A,10/31/11
SBIBN*,"Sterling Bancshares Capital Trust III,",8.30%,Yes,No,No,No,Cumul Trust Preferred Securities,9/26/07,10/27/11
PPS**,"Wells Fargo Capital XIII,",7.70%,No,No,No,No,Fixed-to-Floating Rate Normal PPS,N/A,10/03/11
PPSB,"Wells Fargo Capital XV,",9.75%,No,No,No,No,Fixed-to-Floating Rate Normal PPS,N/A,10/03/11
WB-D*,"Wachovia Capital Trust X,",7.85%,No,No,No,No,Trust Preferred Securities,12/15/12,10/03/11
WCO*,"Wells Fargo Capital XIV,",8.625%,No,No,No,No,Enhanced TRUPS Trust Preferred Securities,9/15/13,10/03/11
PSA-G*,"Public Storage Inc.,",7.00%,Yes,No,No,No,Dep Shares Cumul Preferred Stock Series G,12/12/10,9/30/11
JCO*,N/A,N/A,No,No,No,No,N/A,N/A,9/28/11
GPE-X*,"Georgia Power Capital Trust VII,",5 7/8%,No,No,No,No,Trust Preferred Securities,1/23/09,9/23/11
IVO*,iPath Inverse January,2021,No,No,No,No,S&amp;P 500 VIX Short-Term Futures ETN due on 1/14/2021,N/A,9/19/11
PJT*,ML Depositor PreferredPlus,6.05%,No,No,No,No,General Electric Capital Cert GEC-1 due 3/15/32,9/15/07,9/15/11
USB-E*,"USB Capital VI,",5.75%,No,No,No,No,Trust Preferred Securities,3/09/10,9/08/11
USB-F*,"USB Capital VII,",5.875%,No,No,No,No,Trust Preferred Securities,8/15/10,9/08/11
KEY-A*,"KeyCorp Capital V,",5.875%,No,No,No,No,TruPS Trust Preferred Securities,7/21/08,9/01/11
KEY-B*,"KeyCorp Capital VI,",6.125%,No,No,No,No,Trust Preferred Securities,12/15/08,9/01/11
KEY-D*,"KeyCorp Capital VIII,",7.00%,No,No,No,No,Enhanced Trust Preferred Securities,6/15/11,9/01/11
EPR-B*,"Entertainment Properties Trust,",7.75%,Yes,No,No,Yes,Series B Cumul Redeem Preferred Shares,1/19/10,8/31/11
BVL*,N/A,N/A,No,No,No,No,N/A,N/A,8/26/11
BVT*,N/A,N/A,No,No,No,No,N/A,N/A,8/26/11
BSC**,N/A,N/A,No,No,No,No,N/A,N/A,8/26/11
PSA-K**,"Public Storage Inc.,",7.25%,Yes,No,No,No,"Dep Shares Cumul Preferred Stock, Series K",8/08/11,8/22/11
DRE-N*,"Duke Realty Corp.,",7.25%,Yes,No,No,Yes,Dep Shares Series N Cumul Redeem Preferred Shares,6/30/11,7/18/11
HTB*,"HSBC Finance Corp.,",6.875%,No,No,No,No,Notes due 1/30/2033,1/30/08,7/15/11
HTN*,"HSBC Finance Corp.,",6.00%,No,No,No,No,Notes due 11/30/2033,11/26/08,7/15/11
PLS**,"PPL Energy Supply LLC,",7.0%,No,No,No,No,Senior Notes due 7/15/2046,7/15/11,7/15/11
LNC-G*,"Lincoln National Corp.,",6.75%,No,No,No,No,Capital Securities due 4/20/2066,4/20/11,7/07/11
ESSFP*,"Essex Property Trust,",7.8125%,Yes,No,No,Yes,Series F Cumul Redeem Preferred Stock,9/23/08,6/30/11
PET-A*,"Pacific Enterprises,",$4.36,No,No,No,No,Dividend Preferred Stock,N/A,6/30/11
PET-B*,"Pacific Enterprises,",$4.40,No,No,No,No,Dividend Preferred Stock,N/A,6/30/11
PET-C*,"Pacific Enterprises,",$4.50,No,No,No,No,Dividend Preferred Stock,N/A,6/30/11
PET-D*,"Pacific Enterprises,",$4.75,No,No,No,No,Dividend Preferred Stock,N/A,6/30/11
TIELP*,"Titanium Metals Corp.,",6.75%,No,No,Yes,No,Series A Convertible Preferred Stock,N/A,6/28/11
HIW-B*,"Highwoods Properties,",8.00%,Yes,No,No,Yes,Series B Cumul Redeem Preferred Shares,9/25/02,6/24/11
CLAEP*,"Cleco Corp.,",4.50%,Yes,No,No,No,Cumul Preferred Stock,N/A,6/24/11
ALQ**,"Alabama Power Co.,",5 7/8%,No,No,No,No,Series GG Senior Notes due 2/1/2046,2/01/11,6/20/11
ALZ**,"Alabama Power Co.,",5.875%,No,No,No,No,Series II Senior Notes due 3/15/2046,3/15/11,6/20/11
ABA*,"Alabama Power Co.,",6.375%,No,No,No,No,Series JJ Senior Notes due 6/15/2046,6/14/11,6/20/11
UZV*,"United States Cellular Corp.,",7.50%,No,No,No,No,Senior Notes due 6/15/2034,6/17/09,6/20/11
PSA-I*,"Public Storage Inc.,",7.25%,Yes,No,No,No,"Dep Shares Cumul Preferred Stock, Series I",5/03/11,6/20/11
FTB-C*,"Fifth Third Capital Trust VII,",8.875%,No,No,No,No,Trust Preferred Securities,5/15/13,6/15/11
GJE*,"Synthetic Fixed-Income Sec STRATS 2004-03,",5.90%,No,No,No,No,Dominion Resources,2/12/09,6/13/11
BRE-C*,"BRE Properties Inc.,",6.75%,Yes,No,No,Yes,Series C Cumul Redeem Preferred Stock,3/15/09,6/13/11
SOV-B*,"Sovereign Capital Trust V,",7.75%,No,No,No,No,Capital Securities,5/22/11,6/13/11
DHM*,"Structured Obligations, COBALTS",8.125%,No,No,No,No,Sprint Cap Notes Certificates 2002-1,11/15/07,6/06/11
AO-A*,"AMERCO,",8 1/2%,Yes,No,No,No,Series A Cumulative Preferred Stock,12/01/00,6/01/11
GDL-A*,"GDL Fund,",8.50%,Yes,No,No,No,Series A Cumulative Callable Preferred Shares,N/A,5/31/11
GNWTP*,"Genworth Financial,",5.25%,Yes,No,No,No,Series A Cumul Preferred Stock,6/01/11,5/25/11
KTX*,"Structured Products CorTS, Xerox Capital Trust I,",8.0%,No,No,No,No,Certificates,2/01/11,5/23/11
DKF*,"MS Structured Asset SATURNS 2002-15,",8%,No,No,No,No,Goodrich Corp.,1/06/08,5/17/11
MJF*,"MSDW Structured Asset SATURNS 2001-04,",9.25%,No,No,No,No,Cummins Engine,6/05/06,5/17/11
PMACK*,"PMA Capital Corp.,",8.50%,No,No,No,No,Monthly Income Senior Notes due 6/15/2018,6/15/08,5/15/11
KVR*,"Structured Products CorTS, GE Capital Corp.,",6.00%,No,No,No,No,Certificates due 3/15/2032,12/27/07,5/10/11
SMY*,"Bank of America, STARS S&amp;P",500,No,No,No,No,Index due 4/27/2012,N/A,5/03/11
TDA*,"Telephone and Data Systems,",7.60%,No,No,No,No,Series A Notes due 12/1/2041,12/05/06,5/02/11
IPL-C*,"Interstate Power &amp; Light,",7.10%,Yes,No,No,No,Series C Cumul Preferred Stock,9/15/08,4/29/11
KTV*,"Structured Products CorTS, First Union Inst Capital I,",8.20%,No,No,No,No,Certificates,12/01/10,4/27/11
LTC-F*,"LTC Properties Inc.,",8.00%,Yes,No,No,No,Series F Cumulative Preferred Stock,2/23/09,4/25/11
DKC*,"MS Structured Asset SATURNS 2002-14,",6%,No,No,No,No,GE Capital Corp. due 3/15/2032,11/14/07,4/25/11
WSF*,"Wells Fargo Capital IV,",7%,No,No,No,No,Capital Securities,8/29/06,4/25/11
ANTEL*,"Atlantic City Electric Co.,",5.00%,Yes,No,No,No,Series Cumul Preferred Stock,N/A,4/07/11
ANTEZ*,"Atlantic City Electric Co.,",4.10%,Yes,No,No,No,Series Cumul Preferred Stock,N/A,4/07/11
DDR-G*,"Developers Diversified Realty,",8.00%,No,No,No,No,Dep Shares Preferred Shares Class G,3/28/08,4/04/11
PNCFP*,"PNC Financial Services Group,",$1.80,Yes,No,Yes,No,Cumul Convertible Preferred Stock Series A,N/A,4/04/11
F-S*,"Ford Motor Co. Capital Trust II,",6.50%,Yes,No,Yes,No,Cumul Convertible Trust Preferred Sec,1/15/07,3/15/11
LHO-B*,"LaSalle Hotel Properties,",8.375%,Yes,No,No,Yes,Series B Cumulative Redeemable Preferred Shares,9/30/08,3/14/11
PPS-B*,"Post Properties Inc.,",7 5/8%,Yes,No,No,Yes,Series B Cumul Redeem Preferred Shares,10/28/07,3/14/11
TYY-A*,"Tortoise Energy Capital Corp.,",5.60%,No,No,No,Yes,"Mandatory Redeem Pfd Shares, 11/30/2016",11/30/10,3/14/11
ANTEM*,"Atlantic City Electric Co.,",4.75%,Yes,No,No,No,Series Cumul Preferred Stock,N/A,3/08/11
ANTEN*,"Atlantic City Electric Co.,",4.00%,Yes,No,No,No,Series Cumul Preferred Stock,N/A,3/08/11
OHI-D*,"Omega Healthcare Investors,",8.375%,Yes,No,No,Yes,Series D Cumul Redeem Preferred Stock,2/10/09,3/07/11
PJZ*,ML Depositor PPLUS Trust,7.25%,No,No,No,No,Valero Energy Certificates VAL-1,4/15/08,3/03/11
RGA-A*,"RGA Capital Trust I,", 5.75%,No,No,No,No,PIERS Units due 3/18/2051,N/A,3/03/11
POH*,"Public Service Co. of Oklahoma,",6.0%,No,No,No,No,"Senior Notes, Series B due 12/31/2032",11/26/07,2/28/11
MJY*,"MSDW Structured Asset SATURNS 2002-07,",7.875%,No,No,No,No,DPL Capital Trust II,7/09/07,2/22/11
MJT*,"MSDW Structured Asset SATURNS 2002-03,",7.875%,No,No,No,No,DPL Capital Trust II,3/19/07,2/22/11
MJV*,"MSDW Structured Asset SATURNS 2002-04,",8%,No,No,No,No,DPL Capital Trust II,4/25/07,2/22/11
PKM*,ML Depositor PreferredPlus,8.00%,No,No,No,No,AFC Capital Trust I Certificates ALL-1,2/15/07,2/15/11
KVF*,"Structured Products CorTS III, Aon Capital A,",7.75%,No,No,No,No,Certificates,5/31/07,2/14/11
KVW*,"Structured Products CorTS IV, Aon Capital A,",8.00%,No,No,No,No,Certificates,2/21/08,2/14/11
REP-A*,"Repsol International Capital,",7.45%,No,Yes,No,No,Non-cumul Perp Preferred Shares,10/21/02,2/08/11
KTBB*,"Structured Products CorTS, BellSouth Cap Fund Deb,",7.12%,No,No,No,No,Certificates,4/06/06,1/31/11
PYO*,ML Depositor PPLUS Trust,7.25%,No,No,No,No,DaimlerChrysler NA Certificates DCNA-1,7/18/09,1/18/11
XFJ*,"Lehman ABS Corp Bkd Trust Certs 2002-14,",8.375%,No,No,No,No,Motorola Debentures,7/19/07,1/14/11
HGN.B*,"Stater Bros. Holdings,",8.125%,No,No,No,No,Senior Notes,N/A,1/14/11
PJJ*,ML Depositor PreferredPlus,7.65%,No,No,No,No,El Paso Corp. Certificates ELP-1,7/15/07,12/30/10
KOB*,"Structured Products CorTS II, Sherwin-Williams Debs",7.625%,No,No,No,No,Certificates,6/11/06,12/28/10
KCT*,"Structured Products CorTS, Sherwin-Williams Debs,",7.5%,No,No,No,No,Certificates,4/10/06,12/28/10
CHKDL*,"Chesapeake Energy Corp.,",5.00%,Yes,No,Yes,No,Cumulative Convertible Preferred Stock 2005,4/15/10,12/27/10
DFY*,"Delphi Financial Group,",8.00%,No,No,No,No,Senior Notes due 5/15/2033,5/15/08,12/23/10
FCZ*,"Ford Motor Credit Co.,",7 3/8%,No,No,No,No,Notes due 10/15/2031,10/15/06,12/23/10
FCJ*,"Ford Motor Credit Co.,",7.60%,No,No,No,No,Notes due 3/01/2032,2/27/07,12/23/10
KRH*,"Structured Products CorTS, AFC Capital Trust I,",7.75%,No,No,No,No,Certificates,4/25/06,12/22/10
XFB*,"Lehman ABS Corp Bkd Trust Certs 2002-09,",8.125%,No,No,No,No,News America Debentures,6/03/07,12/22/10
RNR-B*,"RenaissanceRe Holdings Ltd,",7.30%,No,No,No,No,Series B Preference Shares,2/04/08,12/20/10
ONB-B*,"ONB Capital Trust II,",8.00%,No,No,No,No,TRUPS Trust Preferred Securities,4/12/07,12/15/10
LNC-F*,"Lincoln National Capital VI,",6.75%,No,No,No,No,"Trust Preferred Securities, Series F",9/11/08,12/15/10
PJE*,ML Depositor PPLUS Trust,8.25%,No,No,No,No,Ford Motor Certificates FMC-1,1/16/08,12/13/10
DLR-B*,"Digital Realty Trust,",7.875%,Yes,No,No,Yes,Series B Cumul Redeem Preferred Stock,7/26/10,12/10/10
SKT-C*,"Tanger Factory Outlet Centers,",7.50%,No,No,No,No,Class C Preferred Shares,11/14/10,12/09/10
GJL*,N/A,N/A,No,No,No,No,N/A,N/A,12/07/10
DKK*,"MS Structured Asset SATURNS 2003-03,",8%,No,No,No,No,Aon Capital A,2/27/08,12/06/10
NICRN*,"NICOR Inc.,",4.48%,Yes,No,No,Yes,Series Cumul Redeem Preferred Stock,N/A,12/01/10
MYLNP*,"Mylan Inc.,",6.50%,No,No,Yes,No,Mandatory Convertible Preferred Stock due 11/15/2010,11/15/10,11/15/10
PYI*,ML Depositor PPLUS Trust,6.00%,No,No,No,No,Time Warner Certificates TWC-1,5/15/09,11/15/10
PSB-L*,"PS Business Parks,",7.60%,Yes,No,No,No,"Dep Shares Cumulative Preferred Stock, Series L",8/31/09,11/08/10
EHA*,"Entergy Arkansas,",6.70%,No,No,No,No,Series First Mortgage Bonds due 4/01/2032,4/01/07,11/08/10
EHB*,"Entergy Arkansas,",6%,No,No,No,No,Series First Mortgage Bonds due 11/01/2032,11/12/07,11/08/10
RBV*,"CBS Corp.,",7.25%,No,No,No,No,Senior Notes due 6/30/2051,6/30/06,11/05/10
PSA-B*,"Public Storage Inc.,",7.125%,Yes,No,No,No,Dep Shares Cumul Preferred Stock Series B,6/30/09,11/05/10
DKW*,"MS Structured Asset SATURNS 2003-11,",5.625%,No,No,No,No,Goldman Sachs,7/31/08,11/04/10
DKI*,"MS Structured Asset SATURNS 2003-02,",8.625%,No,No,No,No,Sprint Capital,2/19/08,11/01/10
EQR-E*,"Equity Residential Properties Trust,",$1.75,No,No,Yes,Yes,Redeem Convertible Preferred Series E,11/01/98,11/01/10
EQR-H*,"Equity Residential Properties Trust,",7.00%,Yes,No,Yes,No,Cumul Convertible Preferred Series H,6/30/98,11/01/10
ALF*,"Alabama Power Co.,",5 5/8%,No,No,No,No,Series AA Senior Notes due 4/15/2034,4/21/09,10/29/10
DKM*,"MS Structured Asset SATURNS 2003-04,",6.375%,No,No,No,No,Dow Chemical Debentures,3/20/08,10/25/10
KVT*,"Structured Products CorTS, Dow Chemical Deb,",6.375%,No,No,No,No,Certificates,3/06/08,10/22/10
CWH-B*,"CommonWealth REIT,",8 3/4%,Yes,No,No,Yes,Series B Cumul Redeem Preferred Shares,9/12/07,10/21/10
ORH-A*,"Odyssey Re Holdings Corp.,",8.125%,No,No,No,No,Series A Preferred Shares,10/20/10,10/20/10
ORH-B*,N/A,N/A,No,No,No,No,N/A,10/20/10,10/20/10
CMSSN*,"CMS Energy Corp.,",4.50%,Yes,No,Yes,No,"Cumul Converrtible Preferred Stock, Series B",N/A,10/19/10
DX-D*,"Dynex Capital,",9.50%,Yes,No,Yes,No,Series D Cumul Convertible Preferred Stock,N/A,10/15/10
IJD*,"Indiana Michigan Power Co.,",6.00%,No,No,No,No,"Senior Notes, Series D due 12/31/2032",11/22/07,10/15/10
GUI*,"Gulf Power Co.,",5.75%,No,No,No,No,Series I Senior Notes due 9/15/2033,9/16/08,10/14/10
GUQ*,"Gulf Power Co.,",5.875%,No,No,No,No,Series J Senior Notes due 4/1/2044,4/13/09,10/14/10
DKY*,"MS Structured Asset SATURNS 2003-13,",6.25%,No,No,No,No,Credit Suisse FB USA,8/28/08,10/14/10
DKL*,"MS Structured Asset SATURNS 2003-05,",8.125%,No,No,No,No,Ford Motor Deb,3/14/08,10/14/10
AIV-G*,"Apartment Investment &amp; Management,",9 3/8%,Yes,No,No,No,Class G Cumul Preferred Stock,7/15/08,10/07/10
KTBC*,"Structured Products CorTS II, BellSouth Debentures,",7.00%,No,No,No,No,Certificates,3/23/06,10/01/10
PNC-C*,"PNC Financial Services Group,",$1.60,Yes,No,Yes,No,"Cumul Convertible Preferred Stock, Series C",N/A,10/01/10
PNC-D*,"PNC Financial Services Group,",$1.80,Yes,No,Yes,No,"Cumul Convertible Preferred Stock, Series D",N/A,10/01/10
HCN-G*,"Health Care REIT,",7.50%,Yes,No,Yes,No,Series G Cumul Convertible Preferred Stock,6/30/10,9/30/10
KVU*,"Structured Products CorTS II, Ford Motor Co.,",8.00%,No,No,No,No,Certificates,3/12/08,9/28/10
GPU*,"Georgia Power Co.,",6.00%,No,No,No,No,Series W Senior Notes due 8/15/2044,8/20/09,9/27/10
GPW*,"Georgia Power Co.,",5.75%,No,No,No,No,Series T Senior PINES due 1/15/2044,1/23/09,9/27/10
GAH*,"Georgia Power Co.,",5.70%,No,No,No,No,Series X Senior Notes due 1/15/2045,1/20/10,9/27/10
SVJ*,"Savannah Electric &amp; Power,",5.75%,No,No,No,No,Series G Senior Notes due 12/1/2044,12/09/09,9/27/10
HYA*,"Structured Products CorTS II, Verizon Global Fund Notes,",6.125%,No,No,No,No,Certificates,12/23/08,9/24/10
KVJ*,"Structured Products CorTS, Walt Disney Notes,",6.875%,No,No,No,No,Certificates,6/14/07,9/10/10
CLP-D*,"Colonial Properties Trust,",8 1/8%,Yes,No,No,Yes,Dep Shares Series D Cumul Red Preferred Shares,4/30/08,9/10/10
LTC-E*,"LTC Properties Inc.,",8.50%,Yes,No,Yes,No,Series E Cumul Convertible Preferred Stock,9/19/06,9/09/10
GJG*,"Synthetic Fixed-Income Sec STRATS 2004-05,",6.125%,No,No,No,No,Time Warner,3/12/09,9/08/10
DKR*,"MS Structured Asset SATURNS 2003-08,",7.00%,No,No,No,No,Hertz Corp.,5/28/05,9/07/10
HTH-A*,"Hilltop Holdings,",8.25%,Yes,No,No,Yes,Series A Cumul Redeem Preferred Stock,2/18/09,9/06/10
NRN*,"National Rural Utilities Coop Finance Corp.,",6.75%,No,No,No,No,Subordinated Notes 2/15/2043,2/15/08,9/01/10
HJE*,"MS Structured Asset SATURNS 2004-01,",6.125%,No,No,No,No,Verizon Global Funding,1/08/09,8/30/10
DLR-A*,"Digital Realty Trust,",8.50%,Yes,No,No,Yes,Series A Cumul Redeem Preferred Stock,2/09/10,8/24/10
JPM-E*,"JPMorgan Chase &amp; Co.,",6.15%,Yes,No,No,No,Dep Shares Cumul Preferred Stock Series E,1/15/08,8/20/10
JPM-F*,"JPMorgan Chase &amp; Co.,",5.72%,Yes,No,No,No,Dep Shares Cumul Preferred Stock Series F,4/15/08,8/20/10
JPM-G*,"JPMorgan Chase &amp; Co.,",5.49%,Yes,No,No,No,Dep Shares Cumul Preferred Stock Series G,7/15/08,8/20/10
GJF*,N/A,N/A,No,No,No,No,N/A,2/25/09,8/17/10
PFGIP*,"PFGI Capital Corp.,",7.75%,No,No,No,No,Series A Non-cumulative Preferred Stock,8/17/09,8/13/10
JZE*,"Lehman ABS Corp Bkd Trust Certs 2004-02,",6.75%,No,No,No,No,Variable AT&amp;T Notes,1/21/09,8/12/10
MAA-H*,"Mid-America Apartment Communities,",8.30%,Yes,No,No,No,Series H Cumul Preferred Stock,8/11/08,8/05/10
CILTL*,"Central Illinois Light Co.,",4.64%,Yes,No,No,No,Series Cumul Preferred Stock,N/A,8/02/10
CERLP*,"Central Illinois Light Co.,",4.50%,Yes,No,No,No,Series Cumul Preferred Stock,N/A,8/02/10
XVF*,"Lehman ABS Corp Bkd Trust Certs 2003-06,",8.00%,No,No,No,No,Ford Motor Co.,3/13/08,8/02/10
SUG-C*,"Southern Union Co.,",7.55%,No,No,No,No,Dep Shares Non-cumul Preferred Stock A,10/08/08,7/30/10
GJB*,"Synthetic Fixed-Income Sec STRATS 2004-01,",6.00%,No,No,No,No,Boeing Securities,1/23/09,7/15/10
PYE*,ML Depositor PPLUS Trust,6.25%,No,No,No,No,Credit Suisse FB Certificates CSF-1,7/15/08,7/14/10
EDE-D*,"Empire District Electric Trust I,",8 1/2%,No,No,No,No,Trust Preferred Securities,3/01/06,6/30/10
GPJ*,"Georgia Power Co.,",6.00%,No,No,No,No,Series R Senior Notes due 10/15/2033,10/23/08,6/24/10
GPD*,"Georgia Power Co.,",5.90%,No,No,No,No,Series O Senior Notes due 4/15/2033,4/15/08,6/24/10
